TreeID,StandID,Plot,Tag,PrevDBH,PrevHOM,PrevPSPTag,PrevMS,PrevRT,PrevLA,Species,PrevStatus,PrevComments
100001,RS31,0000,100001,8.4,137,,,,,TSHE,1,
100002,RS31,0000,100002,2.2,137,,,,,TSHE,1,LEAN AT BASE
100003,RS31,0000,100003,1.4,137,,,,,TSHE,1,LEAN AT BASE
100004,RS31,0000,100004,11.2,137,,,,,TSHE,1,
100005,RS31,0000,100005,11.9,137,,,,,TSHE,1,
100006,RS31,0000,100006,1.5,137,,,,,TSHE,1,NURSE
100007,RS31,0000,100007,2.9,137,,,,,TSHE,1,
100008,RS31,0000,100008,2.6,137,,,,,TSHE,1,NURSE
100009,RS31,0000,100009,2,137,,,,,TSHE,1,
100010,RS31,0000,100010,8.4,137,,,,,TSHE,1,
100011,RS31,0000,100011,6.7,137,,,,,TSHE,1,
100012,RS31,0000,100012,12.9,137,,,,,TSHE,1,WB
100013,RS31,0000,100013,5.1,137,,,,,TSHE,1,
100014,RS31,0000,100014,56.2,137,,,,,THPL,1,
100015,RS31,0000,100015,116.8,137,,,,,THPL,1,
100016,RS31,0000,100016,2,137,,,,,TSHE,1,NURSE
100017,RS31,0000,100017,3.5,137,,,,,TSHE,1,NURSE
100018,RS31,0000,100018,2.1,137,,,,,TSHE,1,
100019,RS31,0000,100019,3.3,137,,,,,TSHE,1,
100020,RS31,0000,100020,4.2,137,,,,,TSHE,1,
100059,RS31,0000,100059,89.6,137,,,,,THPL,1,
100060,RS31,0000,100060,9.5,137,,,,,TSHE,1,
100061,RS31,0000,100061,7.4,137,,,,,TSHE,1,WB
100085,RS31,0000,100085,14.4,137,,,,,TSHE,1,WB
100086,RS31,0000,100086,13.3,137,,,,,TSHE,1,WB
100087,RS31,0000,100087,1.2,137,,,,,VAPA,1,
100088,RS31,0000,100088,29.9,137,,,,,TSHE,1,WB
100895,RS31,0000,100895,66.1,137,,,,,PSME,1,
100897,RS31,0000,100897,7.4,137,,,,,TSHE,1,
100898,RS31,0000,100898,11.3,137,,,,,TSHE,1,BA
100899,RS31,0000,100899,6.1,137,,,,,TSHE,1,UWD
100900,RS31,0000,100900,6.6,137,,,,,TSHE,1,STILTED ROOTS
101123,RS31,0000,101123,23.6,137,,,,,TSHE,1,WB
101125,RS31,0000,101125,51.3,137,,,,,PSME,1,
101130,RS31,0000,101130,1.9,137,,,,,TSHE,1,
101131,RS31,0000,101131,72.5,137,,,,,THPL,1,
101132,RS31,0000,101132,91.8,137,,,,,THPL,1,BURL AT BASE
101133,RS31,0000,101133,7.9,14,,,,,TSHE,1,"POM 140, WB"
101134,RS31,0000,101134,25.5,137,,,,,TSHE,1,WB
101135,RS31,0000,101135,8.8,137,,,,,TSHE,1,
101136,RS31,0000,101136,9.5,137,,,,,TSHE,1,
101137,RS31,0000,101137,6.4,137,,,,,TSHE,1,WB
101138,RS31,0000,101138,5.1,135,,,,,RHMA,1,POM 135 FOR 0101138
101139,RS31,0000,101139,1.1,137,,,,,RHMA,1,POM 135 FOR 0101138
101140,RS31,0000,101140,1.3,137,,,,,RHMA,1,POM 135 FOR 0101138
101141,RS31,0000,101141,1.4,137,,,,,RHMA,1,POM 135 FOR 0101138
101142,RS31,0000,101142,2,137,,,,,RHMA,1,POM 135 FOR 0101138
101143,RS31,0000,101143,1.4,137,,,,,RHMA,1,POM 135 FOR 0101138
101144,RS31,0000,101144,2.3,137,,,,,RHMA,1,POM 135 FOR 0101138
101145,RS31,0000,101145,2.9,137,,,,,RHMA,1,POM 135 FOR 0101138
101146,RS31,0000,101146,1.9,137,,,,,RHMA,1,POM 135 FOR 0101138
101147,RS31,0000,101147,1.3,137,,,,,RHMA,1,
101148,RS31,0000,101148,1.1,137,,,,,RHMA,1,
101149,RS31,0000,101149,1.1,137,,,,,RHMA,1,
101150,RS31,0000,101150,2.8,137,,,,,RHMA,1,POM 135 FOR 0101152
101151,RS31,0000,101151,1,137,,,,,RHMA,1,POM 135 FOR 0101152
101152,RS31,0000,101152,1.7,135,,,,,RHMA,1,POM 135 FOR 0101152
101153,RS31,0000,101153,1.5,137,,,,,RHMA,1,POM 135 FOR 0101152
101154,RS31,0000,101154,1.5,137,,,,,RHMA,1,
101155,RS31,0000,101155,1.7,137,,,,,RHMA,1,
101156,RS31,0000,101156,1.2,137,,,,,RHMA,1,
101157,RS31,0000,101157,1.3,137,,,,,RHMA,1,
101158,RS31,0000,101158,1.2,137,,,,,RHMA,1,
101159,RS31,0000,101159,1.2,137,,,,,RHMA,1,
101160,RS31,0000,101160,1.4,137,,,,,RHMA,1,
101161,RS31,0000,101161,1,137,,,,,RHMA,1,
101162,RS31,0000,101162,1.7,137,,,,,VAPA,1,
101163,RS31,0000,101163,1.2,137,,,,,VAPA,1,
101164,RS31,0000,101164,1.7,137,,,,,VAPA,1,
101165,RS31,0000,101165,1.2,137,,,,,VAPA,1,
101166,RS31,0000,101166,1.5,137,,,,,VAPA,1,
101167,RS31,0000,101167,1.3,137,,,,,VAPA,1,
101168,RS31,0000,101168,1,137,,,,,VAPA,1,
101169,RS31,0000,101169,1,137,,,,,VAPA,1,
101170,RS31,0000,101170,1.5,137,,,,,VAPA,1,
200513,RS31,0000,200513,1.5,137,,,,,VAPA,1,
200514,RS31,0000,200514,1.7,137,,,,,VAPA,1,
200516,RS31,0000,200516,3.5,137,,,,,TSHE,1,
200518,RS31,0000,200518,1.2,137,,,,,VAPA,1,
200519,RS31,0000,200519,1.3,137,,,,,VAPA,1,
200520,RS31,0000,200520,4.1,137,,,,,TSHE,1,
200521,RS31,0000,200521,5.4,137,,,,,TSHE,1,
200522,RS31,0000,200522,1.1,137,,,,,TSHE,1,
200523,RS31,0000,200523,1.4,137,,,,,TSHE,1,
200524,RS31,0000,200524,1.2,137,,,,,VAPA,1,
200525,RS31,0000,200525,1.1,137,,,,,VAPA,1,
200526,RS31,0000,200526,1,137,,,,,VAPA,1,
200528,RS31,0000,200528,1.5,137,,,,,VAPA,1,
200529,RS31,0000,200529,1.2,137,,,,,TSHE,1,
200541,RS31,0000,200541,1.4,137,,,,,TSHE,1,
200542,RS31,0000,200542,1.5,137,,,,,TSHE,1,
200543,RS31,0000,200543,1.9,137,,,,,TSHE,1,
200544,RS31,0000,200544,2.9,137,,,,,TSHE,1,
200551,RS31,0000,200551,3.6,137,,,,,TSHE,1,
200552,RS31,0000,200552,1.3,137,,,,,TSHE,1,
200553,RS31,0000,200553,1.8,137,,,,,TSHE,1,
200554,RS31,0000,200554,1.4,137,,,,,TSHE,1,
200556,RS31,0000,200556,1.5,137,,,,,VAPA,1,
200557,RS31,0000,200557,1.3,137,,,,,VAPA,1,
200558,RS31,0000,200558,3.1,137,,,,,TSHE,1,
200560,RS31,0000,200560,1.3,137,,,,,TSHE,1,
200569,RS31,0000,200569,1.1,137,,,,,VAPA,1,
200570,RS31,0000,200570,2,137,,,,,CACH,1,
200571,RS31,0000,200571,2.5,137,,,,,TSHE,1,
200572,RS31,0000,200572,1.7,137,,,,,TSHE,1,
200573,RS31,0000,200573,3.2,137,,,,,TSHE,1,
200574,RS31,0000,200574,1.9,137,,,,,TSHE,1,
200575,RS31,0000,200575,1.3,137,,,,,TSHE,1,
200576,RS31,0000,200576,1.4,137,,,,,TSHE,1,
200577,RS31,0000,200577,2.9,137,,,,,TSHE,1,
200578,RS31,0000,200578,3.7,137,,,,,THPL,1,
200579,RS31,0000,200579,1.5,137,,,,,TSHE,1,
200580,RS31,0000,200580,2.1,137,,,,,THPL,1,
200581,RS31,0000,200581,2.5,137,,,,,TSHE,1,
200582,RS31,0000,200582,3.6,137,,,,,TSHE,1,
200583,RS31,0000,200583,5,137,,,,,TSHE,1,
200584,RS31,0000,200584,1.6,137,,,,,TSHE,1,
200585,RS31,0000,200585,2.4,137,,,,,TSHE,1,
200586,RS31,0000,200586,6.4,137,,,,,TSHE,1,
200587,RS31,0000,200587,2.6,137,,,,,TSHE,1,
200588,RS31,0000,200588,1.1,137,,,,,VAPA,1,
200589,RS31,0000,200589,4.5,137,,,,,TSHE,1,
200590,RS31,0000,200590,1.4,137,,,,,TSHE,1,
200591,RS31,0000,200591,1.1,137,,,,,TSHE,1,
200592,RS31,0000,200592,1,137,,,,,TSHE,1,
200593,RS31,0000,200593,1.7,137,,,,,TSHE,1,
200594,RS31,0000,200594,2.7,137,,,,,TSHE,1,
200595,RS31,0000,200595,1.5,137,,,,,TSHE,1,
200596,RS31,0000,200596,2,137,,,,,TSHE,1,
200597,RS31,0000,200597,1.1,137,,,,,TSHE,1,
200598,RS31,0000,200598,1.3,137,,,,,THPL,1,
200599,RS31,0000,200599,2.2,141,,,,,TSHE,1,"WB, POM 141"
200600,RS31,0000,200600,7.2,137,,,,,TSHE,1,
200650,RS31,0000,200650,1.2,137,,,,,THPL,1,
200651,RS31,0000,200651,1.3,137,,,,,THPL,1,NURSE
200652,RS31,0000,200652,4.2,137,,,,,TSHE,1,"NURSE, LEAN"
200653,RS31,0000,200653,1.5,137,,,,,TSHE,1,NURSE
200654,RS31,0000,200654,5.8,137,,,,,THPL,1,NURSE
200655,RS31,0000,200655,2.3,137,,,,,TSHE,1,NURSE
200656,RS31,0000,200656,1.2,137,,,,,THPL,1,
200657,RS31,0000,200657,2.3,137,,,,,TSHE,1,
200658,RS31,0000,200658,2.4,137,,,,,TSHE,1,
200659,RS31,0000,200659,2.7,137,,,,,TSHE,1,
200660,RS31,0000,200660,2.9,137,,,,,TSHE,1,
200661,RS31,0000,200661,1.4,137,,,,,TSHE,1,NURSE
200662,RS31,0000,200662,3.1,137,,,,,TSHE,1,NURSE
200663,RS31,0000,200663,1,137,,,,,TSHE,1,NURSE
200664,RS31,0000,200664,1.3,137,,,,,TSHE,1,NURSE
200665,RS31,0000,200665,5.9,137,,,,,TSHE,1,
200666,RS31,0000,200666,2.4,137,,,,,TSHE,1,
200667,RS31,0000,200667,3.4,137,,,,,TSHE,1,NURSE
200668,RS31,0000,200668,1.3,137,,,,,TSHE,1,NURSE
200669,RS31,0000,200669,3.3,137,,,,,TSHE,1,
200670,RS31,0000,200670,1.4,137,,,,,TSHE,1,
200671,RS31,0000,200671,6.9,141,,,,,TSHE,1,"POM 141, NURSE, WB"
200672,RS31,0000,200672,1.5,137,,,,,VAPA,1,
200673,RS31,0000,200673,1.1,137,,,,,VAPA,1,
200674,RS31,0000,200674,1.5,137,,,,,TSHE,1,
200675,RS31,0000,200675,1.8,137,,,,,TSHE,1,
200676,RS31,0000,200676,1.1,14,,,,,TSHE,1,POM 140
200677,RS31,0000,200677,1.1,137,,,,,VAPA,1,
200678,RS31,0000,200678,1.7,137,,,,,THPL,1,NURSE
200679,RS31,0000,200679,1,137,,,,,TSHE,1,
200680,RS31,0000,200680,1.4,137,,,,,VAPA,1,
200681,RS31,0000,200681,1,137,,,,,TSHE,1,
200682,RS31,0000,200682,1.3,137,,,,,TSHE,1,
200683,RS31,0000,200683,1,137,,,,,TSHE,1,
200684,RS31,0000,200684,3.5,135,,,,,TSHE,1,POM 135
200685,RS31,0000,200685,1,137,,,,,THPL,1,
200686,RS31,0000,200686,6.3,141,,,,,TSHE,1,"POM 141, NURSE"
200687,RS31,0000,200687,2.8,137,,,,,TSHE,1,
200688,RS31,0000,200688,3.1,137,,,,,TSHE,1,WB
200689,RS31,0000,200689,1.2,137,,,,,TSHE,1,
200690,RS31,0000,200690,3.3,137,,,,,THPL,1,NURSE
200691,RS31,0000,200691,1.4,137,,,,,TSHE,1,
200692,RS31,0000,200692,1.6,137,,,,,TSHE,1,
200693,RS31,0000,200693,1.4,137,,,,,TSHE,1,NURSE
200694,RS31,0000,200694,1.7,137,,,,,THPL,1,
200695,RS31,0000,200695,3.9,137,,,,,TSHE,1,
200696,RS31,0000,200696,1.5,137,,,,,TSHE,1,
200697,RS31,0000,200697,1.7,137,,,,,VAPA,1,
200698,RS31,0000,200698,3,137,,,,,TSHE,1,
200699,RS31,0000,200699,1.7,137,,,,,TSHE,1,
200700,RS31,0000,200700,2.3,137,,,,,TSHE,1,
301183,RS31,0000,301183,1.1,137,,,,,TSHE,1,
301184,RS31,0000,301184,1.1,137,,,,,VAPA,1,
301185,RS31,0000,301185,1.5,137,,,,,TSHE,1,
301186,RS31,0000,301186,2.4,137,,,,,TSHE,1,
301187,RS31,0000,301187,1.5,135,,,,,TSHE,1,POM 135
301188,RS31,0000,301188,3.5,139,,,,,TSHE,1,POM 139
301189,RS31,0000,301189,1.8,137,,,,,TSHE,1,
301190,RS31,0000,301190,1.2,137,,,,,TSHE,1,
301191,RS31,0000,301191,2.2,137,,,,,TSHE,1,
301192,RS31,0000,301192,1.2,137,,,,,TSHE,1,
301193,RS31,0000,301193,1,137,,,,,THPL,1,LEAN AT BASE
301194,RS31,0000,301194,1.3,137,,,,,TSHE,1,NURSE
301195,RS31,0000,301195,2.3,137,,,,,TSHE,1,NURSE
301196,RS31,0000,301196,1.5,137,,,,,THPL,1,NURSE
301197,RS31,0000,301197,1.1,137,,,,,THPL,1,
301198,RS31,0000,301198,3.2,137,,,,,TSHE,1,
301199,RS31,0000,301199,1.5,137,,,,,TSHE,1,
301200,RS31,0000,301200,1.2,137,,,,,TSHE,1,
500714,RS31,0000,500714,3,137,,,,,TSHE,1,
500715,RS31,0000,500715,1.2,137,,,,,TSHE,1,
500716,RS31,0000,500716,1.2,137,,,,,TSHE,1,NURSE
500717,RS31,0000,500717,5.7,137,,,,,TSHE,1,NURSE
500718,RS31,0000,500718,1.6,137,,,,,TSHE,1,NURSE
500719,RS31,0000,500719,1.1,137,,,,,TSHE,1,NURSE
500720,RS31,0000,500720,3.1,139,,,,,THPL,1,POM 139
501043,RS31,0000,501043,1.6,137,,,,,TSHE,1,
501044,RS31,0000,501044,1.7,137,,,,,TSHE,1,
501045,RS31,0000,501045,1.3,137,,,,,TSHE,1,
501046,RS31,0000,501046,1.6,137,,,,,TSHE,1,WB
501047,RS31,0000,501047,1.8,137,,,,,TSHE,1,
501048,RS31,0000,501048,1.9,137,,,,,TSHE,1,
501049,RS31,0000,501049,1.2,137,,,,,VAPA,1,
501050,RS31,0000,501050,1.2,137,,,,,VAPA,1,
501051,RS31,0000,501051,4.2,137,,,,,CACH,1,
501052,RS31,0000,501052,1.4,137,,,,,CACH,1,
501053,RS31,0000,501053,1.1,137,,,,,CACH,1,
501054,RS31,0000,501054,1.4,137,,,,,CACH,1,
501055,RS31,0000,501055,1.2,137,,,,,CACH,1,
501056,RS31,0000,501056,1.3,137,,,,,VAPA,1,
1600601,RS31,0000,1600601,2.5,137,,,,,CACH,1,
1600602,RS31,0000,1600602,1.1,137,,,,,VAPA,1,
1600603,RS31,0000,1600603,1.2,137,,,,,VAPA,1,
1600604,RS31,0000,1600604,1.9,137,,,,,TSHE,1,
1600605,RS31,0000,1600605,1.2,137,,,,,VAPA,1,
1600606,RS31,0000,1600606,3.2,137,,,,,TSHE,1,
1600607,RS31,0000,1600607,1.1,137,,,,,TSHE,1,
1600608,RS31,0000,1600608,1.3,137,,,,,TSHE,1,
1600609,RS31,0000,1600609,2.9,137,,,,,TSHE,1,NURSE
1600610,RS31,0000,1600610,1.4,137,,,,,TSHE,1,
1600611,RS31,0000,1600611,1.4,137,,,,,VAPA,1,130
1600612,RS31,0000,1600612,2.1,137,,,,,TSHE,1,
1600613,RS31,0000,1600613,4.9,137,,,,,TSHE,1,
1600614,RS31,0000,1600614,2,137,,,,,TSHE,1,LEAN
1600615,RS31,0000,1600615,2.5,137,,,,,TSHE,1,
1600616,RS31,0000,1600616,1.8,137,,,,,VAPA,1,
1600617,RS31,0000,1600617,1.6,137,,,,,TSHE,1,
1600618,RS31,0000,1600618,1.2,137,,,,,TSHE,1,
1600619,RS31,0000,1600619,2,137,,,,,TSHE,1,
1600620,RS31,0000,1600620,2.4,137,,,,,THPL,1,
1600621,RS31,0000,1600621,2.3,137,,,,,TSHE,1,
1600622,RS31,0000,1600622,1,137,,,,,TSHE,1,
1600623,RS31,0000,1600623,1.2,137,,,,,THPL,1,NURSE
1600624,RS31,0000,1600624,1.9,137,,,,,VAPA,1,
1600625,RS31,0000,1600625,1.1,137,,,,,VAPA,1,
1600626,RS31,0000,1600626,2.3,137,,,,,THPL,1,NURSE
1600627,RS31,0000,1600627,1.5,137,,,,,VAPA,1,
100843,RS31,0001,100843,3.4,137,,,,,THPL,1,
100844,RS31,0001,100844,45.5,137,,,,,TSHE,1,WITCHES BROOM
100845,RS31,0001,100845,30.5,137,,,,,TSHE,1,
100846,RS31,0001,100846,45,137,,,,,THPL,1,
100847,RS31,0001,100847,37.9,137,,,,,TSHE,1,
100848,RS31,0001,100848,31.4,137,,,,,TSHE,1,
100863,RS31,0001,100863,30.7,137,,,,,TSHE,1,
100864,RS31,0001,100864,24.3,137,,,,,TSHE,1,"WITCHES BROOM, UPPER LEAN"
100865,RS31,0001,100865,15.3,137,,,,,TSHE,1,"WITCHES BROOM, UPPER LEAN"
100866,RS31,0001,100866,35.5,137,,,,,TSHE,1,
100867,RS31,0001,100867,10,137,,,,,TSHE,1,
100868,RS31,0001,100868,10.6,137,,,,,TSHE,1,WITCHES BROOM
100869,RS31,0001,100869,17.1,137,,,,,TSHE,1,WITCHES BROOM
100870,RS31,0001,100870,4,137,,,,,TSHE,1,
100871,RS31,0001,100871,28.3,137,,,,,TSHE,1,WITCHES BROOM
100872,RS31,0001,100872,18.9,137,,,,,TSHE,1, WITCHES BROOM
100873,RS31,0001,100873,1.6,137,,,,,TSHE,1,
100874,RS31,0001,100874,59.8,137,,,,,PSME,1,
100875,RS31,0001,100875,17.4,137,,,,,TSHE,1,WB
100876,RS31,0001,100876,13.8,137,,,,,TSHE,1,
100877,RS31,0001,100877,15.6,137,,,,,TSHE,1,
100878,RS31,0001,100878,3.1,137,,,,,TSHE,1,
100879,RS31,0001,100879,18,137,,,,,TSHE,1,
100880,RS31,0001,100880,9.5,137,,,,,TSHE,1,
100881,RS31,0001,100881,6.5,137,,,,,TSHE,1,BA
100882,RS31,0001,100882,7,137,,,,,TSHE,1,
100883,RS31,0001,100883,31.5,137,,,,,TSHE,1,
101101,RS31,0001,101101,4.6,137,,,,,TSHE,1,
101102,RS31,0001,101102,2.8,137,,,,,TSHE,1,
101103,RS31,0001,101103,11.7,137,,,,,TSHE,1,WB
101104,RS31,0001,101104,7.1,137,,,,,THPL,1,
101105,RS31,0001,101105,6.5,137,,,,,TSHE,1,
101106,RS31,0001,101106,15.7,137,,,,,TSHE,1,WB
101107,RS31,0001,101107,1.4,137,,,,,TSHE,1,
101108,RS31,0001,101108,14.7,137,,,,,TSHE,1,WB
101109,RS31,0001,101109,10.8,137,,,,,TSHE,1,"LEAN, UWD, BARK DAMAGE"
101110,RS31,0001,101110,6.8,137,,,,,TSHE,1,UWD
101111,RS31,0001,101111,5,139,,,,,TSHE,1,"POM 139, WB"
101112,RS31,0001,101112,1.5,137,,,,,TSHE,1,UWD
101113,RS31,0001,101113,1.6,137,,,,,TSHE,1,WARTS
101114,RS31,0001,101114,1.5,137,,,,,TSHE,1,WARTS
101115,RS31,0001,101115,1.7,137,,,,,TSHE,1,
101116,RS31,0001,101116,2.1,137,,,,,TSHE,1,
101117,RS31,0001,101117,4,137,,,,,TSHE,1,
101118,RS31,0001,101118,4.7,137,,,,,TSHE,1,
101119,RS31,0001,101119,1.7,137,,,,,TSHE,1,
101120,RS31,0001,101120,2.8,137,,,,,TSHE,1,
101121,RS31,0001,101121,6.2,137,,,,,TSHE,1,
101122,RS31,0001,101122,4,137,,,,,TSHE,1,
101124,RS31,0001,101124,63.6,137,,,,,PSME,1,
101126,RS31,0001,101126,30.8,137,,,,,TSHE,1,"BA, PMULT 0101127"
101127,RS31,0001,101127,69.8,137,,,,,TSHE,1,PMULT 0101126
101128,RS31,0001,101128,1.3,137,,,,,TSHE,1,
101129,RS31,0001,101129,1.3,137,,,,,TSHE,1,
101400,RS31,0001,101400,6.8,137,,,,,TSHE,1,
200515,RS31,0001,200515,2.7,137,,,,,TSHE,1,
200517,RS31,0001,200517,3.5,137,,,,,TSHE,1,
200527,RS31,0001,200527,2.9,137,,,,,TSHE,1,
200530,RS31,0001,200530,101.3,137,,,,,TSHE,1,
200531,RS31,0001,200531,4.8,137,,,,,TSHE,1,
200532,RS31,0001,200532,17,137,,,,,TSHE,1,
200533,RS31,0001,200533,1.4,137,,,,,TSHE,1,
200534,RS31,0001,200534,4.5,137,,,,,TSHE,1,
200535,RS31,0001,200535,4,137,,,,,TSHE,1,
200536,RS31,0001,200536,10.5,137,,,,,TSHE,1,STILTED ROOTS
200537,RS31,0001,200537,69.7,137,,,,,THPL,1,
200538,RS31,0001,200538,12.6,137,,,,,TSHE,1,
200539,RS31,0001,200539,1.6,137,,,,,TSHE,1,
200540,RS31,0001,200540,1.2,137,,,,,TSHE,1,
200545,RS31,0001,200545,2.8,137,,,,,TSHE,1,
200546,RS31,0001,200546,4.7,137,,,,,TSHE,1,
200547,RS31,0001,200547,10.8,137,,,,,THPL,1,
200548,RS31,0001,200548,2.4,137,,,,,TSHE,1,STRESS
200549,RS31,0001,200549,10.1,137,,,,,TSHE,1,
200550,RS31,0001,200550,23.5,137,,,,,TSHE,1,WB
200555,RS31,0001,200555,2.3,137,,,,,THPL,1,"GROUND, UWD"
200559,RS31,0001,200559,2.5,137,,,,,TSHE,1,
200561,RS31,0001,200561,1,137,,,,,THPL,1,
200562,RS31,0001,200562,11.1,137,,,,,TSHE,1,WB
200563,RS31,0001,200563,12.5,137,,,,,TSHE,1,
200564,RS31,0001,200564,82.9,137,,,,,TSHE,1,WB
200566,RS31,0001,200566,13.8,137,,,,,THPL,1,LEAN
200567,RS31,0001,200567,3.1,137,,,,,TSHE,1,
200568,RS31,0001,200568,5.5,137,,,,,TSHE,1,
100818,RS31,0002,100818,15.5,137,,,,,TSHE,1,NURSE
100819,RS31,0002,100819,18.9,137,,,,,TSHE,1,
100822,RS31,0002,100822,34.3,137,,,,,TSHE,1,
100823,RS31,0002,100823,22.7,137,,,,,TSHE,1,
100824,RS31,0002,100824,16.2,137,,,,,TSHE,1,
100825,RS31,0002,100825,15.6,137,,,,,TSHE,1,
100826,RS31,0002,100826,26.8,137,,,,,TSHE,1,
100827,RS31,0002,100827,44.3,137,,,,,TSHE,1,
100828,RS31,0002,100828,15.8,137,,,,,TSHE,1,
100829,RS31,0002,100829,44,137,,,,,TSHE,1,
100830,RS31,0002,100830,16.5,137,,,,,THPL,1,
100831,RS31,0002,100831,32.3,137,,,,,TSHE,1,
100832,RS31,0002,100832,28.8,137,,,,,TSHE,1,
100833,RS31,0002,100833,23,137,,,,,TSHE,1,
100834,RS31,0002,100834,22.8,137,,,,,TSHE,1,
100835,RS31,0002,100835,111.5,137,,,,,PSME,1,
100836,RS31,0002,100836,14.9,137,,,,,TSHE,1,
100837,RS31,0002,100837,10.3,137,,,,,THPL,1,
100838,RS31,0002,100838,40.2,137,,,,,TSHE,1,
100839,RS31,0002,100839,2.1,137,,,,,THPL,1,
100840,RS31,0002,100840,4,137,,,,,THPL,1,LEAN AT BASE
100841,RS31,0002,100841,53.9,137,,,,,TSHE,1,
100842,RS31,0002,100842,23,137,,,,,TSHE,1,
101373,RS31,0002,101373,37.7,137,,,,,TSHE,1,
101374,RS31,0002,101374,17.1,137,,,,,TSHE,1,
101375,RS31,0002,101375,17.6,137,,,,,TSHE,1,
101376,RS31,0002,101376,153.5,137,GRID4 STNE6,,,,PSME,1,SMAMMAL TAG GRID4 STNE6
101377,RS31,0002,101377,28.8,137,,,,,TSHE,1,
101378,RS31,0002,101378,16.3,137,,,,,TSHE,1,
101379,RS31,0002,101379,38.6,137,,,,,TSHE,1,
101380,RS31,0002,101380,33,137,,,,,TSHE,1,
101381,RS31,0002,101381,5,137,,,,,TSHE,1,
101382,RS31,0002,101382,15.8,137,,,,,TSHE,1,
101386,RS31,0002,101386,98,137,,,,,PSME,1,
101387,RS31,0002,101387,23.6,137,,,,,TSHE,1,BLACK MOLD ON PREV LOWER BRANCH SPOTS
101388,RS31,0002,101388,10,137,,,,,TSHE,1,
101389,RS31,0002,101389,19,137,,,,,TSHE,1,
101390,RS31,0002,101390,3.8,137,,,,,TSHE,1,
101391,RS31,0002,101391,20.9,137,,,,,TSHE,1,STILTED ROOTS
101392,RS31,0002,101392,40,137,,,,,TSHE,1,
101393,RS31,0002,101393,36.5,137,,,,,TSHE,1,
200565,RS31,0002,200565,7.9,137,,,,,TSHE,1,STRESS
300884,RS31,0002,300884,42,137,,,,,TSHE,1,STILTED ROOTS
300898,RS31,0002,300898,31,137,,,,,TSHE,1,
100801,RS31,0003,100801,27.9,137,,,,,TSHE,1,
100802,RS31,0003,100802,24.4,137,,,,,TSHE,1,
100803,RS31,0003,100803,17.9,137,,,,,TSHE,1,
100804,RS31,0003,100804,12,137,,,,,TSHE,1,
100805,RS31,0003,100805,24.7,137,,,,,TSHE,1,
100806,RS31,0003,100806,10.4,137,,,,,TSHE,1,
100807,RS31,0003,100807,22.3,137,,,,,TSHE,1,STILTED ROOTS
100808,RS31,0003,100808,132.4,137,,,,,PSME,1,
100809,RS31,0003,100809,16.8,137,,,,,TSHE,1,
100810,RS31,0003,100810,40.1,137,,,,,TSHE,1,
100811,RS31,0003,100811,115.5,137,,,,,PSME,1,
100812,RS31,0003,100812,19.9,137,,,,,TSHE,1,
100813,RS31,0003,100813,66.1,137,,,,,PSME,1,
100814,RS31,0003,100814,17.7,137,,,,,TSHE,1,
100820,RS31,0003,100820,25.5,137,,,,,TSHE,1,
100821,RS31,0003,100821,133.3,137,,,,,PSME,1,
101362,RS31,0003,101362,34.5,137,,,,,ACMA,1,
101363,RS31,0003,101363,1.5,137,,,,,ACCI,1,
101364,RS31,0003,101364,1.4,137,,,,,ACCI,1,
101365,RS31,0003,101365,4.8,137,,,,,ACCI,1,
101366,RS31,0003,101366,6.3,137,,,,,ACCI,1,UWD
101367,RS31,0003,101367,9.5,137,,,,,ACCI,1,BA
101368,RS31,0003,101368,109.1,137,GRID 4 STN D6,,,,PSME,1,GRID 4 STN D6
101369,RS31,0003,101369,14.7,137,,,,,TSHE,1,
101370,RS31,0003,101370,81.9,137,,,,,PSME,1,
101371,RS31,0003,101371,72.8,137,,,,,PSME,1,
101383,RS31,0003,101383,16.3,137,,,,,TSHE,1,
101384,RS31,0003,101384,100.4,137,,,,,PSME,1,
101385,RS31,0003,101385,11.5,137,,,,,TSHE,1,
101394,RS31,0003,101394,24.9,137,,,,,TSHE,1,
101395,RS31,0003,101395,23,137,,,,,TSHE,1,
101396,RS31,0003,101396,1.9,137,,,,,ACCI,1,GROUND
101397,RS31,0003,101397,12.8,137,,,,,TSHE,1,
101398,RS31,0003,101398,19.3,137,,,,,TSHE,1,
101399,RS31,0003,101399,5.1,137,,,,,TSHE,1,
200089,RS31,0003,200089,4.5,137,,,,,TSHE,1,
200090,RS31,0003,200090,13.4,137,,,,,TSHE,1,
200091,RS31,0003,200091,37.3,137,,,,,TSHE,1,
200095,RS31,0003,200095,9.1,137,,,,,TSHE,1,
200096,RS31,0003,200096,50.7,137,,,,,TSHE,1,
200097,RS31,0003,200097,34.8,137,,,,,TSHE,1,
200098,RS31,0003,200098,22.8,137,,,,,THPL,1,
100090,RS31,0004,100090,31.3,137,,,,,PSME,1,
100091,RS31,0004,100091,50.8,137,,,,,PSME,1,
100092,RS31,0004,100092,1.7,137,,,,,VAPA,1,
100093,RS31,0004,100093,1.3,137,,,,,VAPA,1,
100094,RS31,0004,100094,81,137,,,,,PSME,1,
100095,RS31,0004,100095,1.7,137,,,,,VAPA,1,
100096,RS31,0004,100096,1.2,137,,,,,VAPA,1,
100097,RS31,0004,100097,1,137,,,,,VAPA,1,
100098,RS31,0004,100098,1.6,137,,,,,VAPA,1,
